[-0.034385253, 1.3154237]
[1.6115357, -0.6215664]
[0.6580145, 1.4065747]
[-0.42352128, -0.9400965]
[0.89024943, -1.2898061]
[-0.8360221, 0.56173295]
[-0.13004334, 0.99446666]
[-1.5469081, -2.1664662]
[0.24604689, -0.16944516]
[-1.6137961, 0.3482076]
[-1.8468257, 0.0670444]
[-0.8378469, -1.5968279]
[-0.41817644, -1.3881284]
[0.117183864, 2.3065882]
[0.34399968, 1.4827651]
[-0.5143085, -1.5834045]
[-2.2765965, 0.17438039]
[0.6509235, 0.4866702]
[0.34477288, 0.81053007]
[-0.25414175, 0.4605877]
[-1.2203726, -1.6664321]
[0.055806134, 0.45903432]
[0.9679893, -1.4362757]
[1.6565044, 0.6642847]
[-0.10928333, 0.022721887]
[-1.6604693, -1.9770672]
[1.7534562, -0.53717417]
[0.267389, 2.733193]
[-0.17241056, -0.9970375]
[-0.7150626, -1.6240228]
[-1.6186886, 0.3290056]
[-1.0175314, 0.086885534]
[-0.28870043, -2.1896758]
[1.6511072, 0.99500215]
[0.5346765, -0.6263559]
[-0.9760647, 0.4949714]
[1.5017434, 1.0205866]
[-0.74605495, -1.4372326]
[-0.2307921, 0.09514536]
[1.2928603, -0.50275636]
[-0.8235507, 0.15997459]
[-0.48878783, -0.9101144]
[0.49895462, 1.2595897]
[1.8468401, 1.4412766]
[0.1544962, -3.3988132]
[-0.58797246, -0.7921641]
[-0.039437316, -0.052111298]
[-0.47906503, -0.8143793]
[0.85013396, 0.29376012]
[-1.7119515, 0.53769255]
[-2.3267229, -0.016781941]
[1.470665, -0.55412024]
[-0.6014084, 0.5442622]
[-1.325686, -1.4453303]
[0.18336737, -1.5474482]
[-2.443389, 0.7694291]
[-0.14655246, 0.04768455]
[0.729785, 0.5213501]
[0.56199884, -0.07358232]
[-0.8243025, -1.0304666]
[1.2021068, 1.1278983]
[-0.7955971, 0.20495233]
[0.3937436, -1.3531257]
[1.2733313, -0.43177673]
[-0.36130455, -1.3179355]
[0.5918425, 0.5773238]
[1.5254288, 1.3032008]
[0.12591122, 0.4833303]
[-0.06729563, 1.4013119]
[-0.6895143, -1.4825034]
[0.055614118, 0.19254194]
[1.6862316, -0.7325957]
[-0.08729002, 1.0332261]
[-0.5046461, 0.32203463]
[0.33921987, -1.7719175]
[0.17495708, 2.5289564]
[-0.8719127, -2.134089]
[-0.5357256, -0.8081322]
[-0.4855651, -1.6915065]
[0.5492667, 0.57698816]
[0.0015608184, -1.7633553]
[-0.2972854, 0.45172268]
[-0.7175525, -2.5005174]
[-0.98394114, 0.5734528]
[0.4092508, -2.0504189]
[-2.2916074, 0.77815616]
[-0.9034946, 0.20309861]
[0.7639397, 0.4996825]
[-0.66848284, 0.23352045]
[-0.3392017, -0.69998467]
[-0.014961254, -2.2321367]
[-1.4229091, 0.69301724]
[-0.1496148, 0.28929368]
[-0.49929768, -0.77969795]
[-0.26503465, -2.8392477]
[-1.5333465, 0.76871777]
[-0.93526286, -0.084854074]
[-1.3985219, 0.5879166]
[-1.7004495, -0.45174545]
[2.5997543, 0.85526997]
[0.3142362, 0.06995031]
[-0.573651, 0.47632456]
[-0.42367524, -2.182529]
[-1.0617433, -1.1875293]
[-0.9217066, -2.0959883]
[0.50007683, 0.49583948]
[-1.5941609, -0.08699899]
[1.3874301, -0.52063704]
[-0.9970396, 0.21267454]
[-0.62838686, -1.6585125]
[-1.3527718, -0.5775474]
[-0.23071964, -0.6963197]
[-0.6182296, -2.2878118]
[-0.8579914, -1.4681863]
[0.3825012, -2.1231446]
[0.5950433, 0.59734994]
[-0.6027325, 0.041190475]
[-0.41684234, -0.6882362]
[0.6210848, 0.07602565]
[-1.0481625, -1.1575495]
[0.3161298, -0.5786072]
[0.47783303, 0.53659236]
[-1.5456504, -0.26794347]
[-0.56547356, -1.087945]
[0.22324897, -0.2402593]
[0.54767096, 0.62626016]
[-0.3507317, -0.108856514]
[-0.48693612, -0.76035595]
[0.28720304, 1.0325286]
[-1.2680607, -1.5862039]
[0.30746335, 0.28607094]
[0.7924088, 0.62562907]
[-0.18146065, 0.18882771]
[-0.947156, 0.6536111]
[-1.7658925, -0.447934]
[1.5934495, -0.58582574]
[0.11651887, 1.1825587]
[-1.5965322, 0.84459466]
[-2.109667, -0.30433932]
[1.7237923, 1.840376]
[0.5064533, 0.12566441]
[0.42479733, 1.1233482]
[-0.42187813, -1.683563]
[0.16624203, 2.1293144]
[-0.19848093, 0.22979283]
[0.06633328, 0.48934084]
[-1.7538092, -0.51633275]
[0.14258538, 2.0298057]
[-2.1038647, -0.03042531]
[-0.6935558, -0.9475529]
[0.48865, 0.029879615]
[-0.60527074, -0.76944286]
[-1.5799792, -1.7912352]
[-0.86751574, -1.4593511]
[0.48059347, -1.9040946]
[-0.9237386, 0.74759877]
[-1.3304023, 0.35376695]
[0.06945641, 3.303793]
[-0.663103, 3.5098724]
[-0.5812473, -1.0440888]
[-0.08104023, 1.2383218]
[1.7326944, -0.69419825]
[-2.1690001, -1.417513]
[-1.2418839, -1.3111118]
[1.0924438, -1.8061914]
[-0.29278108, 0.50034803]
[0.022480872, -0.7603287]
[1.9378062, 1.885346]
[0.7115564, -2.464902]
[1.7385768, 0.6383877]
[0.41085866, 0.98517585]
[1.5889894, -0.6605717]
[0.6954807, 0.22602102]
[-0.9784324, 0.12311326]
[0.4461963, -1.3023896]
[1.6177269, 0.5633735]
[-0.16494144, -1.1718615]
[0.2545968, 2.8868217]
[0.44100252, -1.8010424]
[-1.0046579, 0.7264489]
[1.6919494, 0.29037803]
[-1.4166013, -1.6910526]
[-0.5848434, -1.7704493]
[-1.5664732, 0.74168354]
[-1.5794251, -0.61592615]
[-0.89512664, 0.51394105]
[0.13934824, -0.7333081]
[-1.5873144, 0.7463949]
[0.49264494, 0.6139772]
[1.6124617, -0.62462246]
[-1.4152756, 0.06432613]
[1.055349, 0.9313412]
[-0.047451347, 0.4177312]
[3.0686138, 1.9316117]
[-2.319467, -0.20624831]
[-2.3211322, 0.69895285]
[-0.8791365, 0.30466652]
[0.6610499, 0.5648514]
[2.3360884, 0.3206869]
[-0.85706663, -0.26028973]
[0.48151433, -1.7542546]
[-0.65617424, -1.3946576]
[1.4415092, 0.49924016]
[-0.21403186, 2.9237418]
[1.5016404, 0.2427378]
[0.6262635, 1.1794925]
[-3.2725754, 0.6470318]
[-0.3984867, -0.629752]
[0.5159023, -0.36426678]
[-0.73373216, 0.6457249]
[-0.19531034, 1.234806]
[-0.7558804, -0.83749175]
[0.23591854, 0.1587495]
[2.4946127, 2.10816]
[-0.016283114, 1.4443129]
[-2.0689292, 1.2187026]
[0.7603801, -0.113843724]
[0.6946305, 0.41047996]
[-1.9746671, -2.2666144]
[-0.27284288, 0.32113332]
[-0.7148529, 0.16929047]
[-0.64933056, 2.5442047]
[-0.8891421, -2.054708]
[-0.7512662, 1.1438559]
[-2.1037192, -0.17666635]
[-0.8471402, 0.7389608]
[-0.20751683, -0.0015441738]
[-1.0874027, 1.5313106]
[0.8663263, -0.67597413]
[2.545797, 3.8820748]
[0.003601689, 0.25225538]
[-1.968553, 2.1314325]
[-1.3330145, 0.57248694]
[0.8901742, 0.5459354]
[1.7217909, 0.11512487]
[-0.060325075, 0.41713113]
[0.07295588, 1.0674444]
[-1.0148475, 1.2147938]
[2.109563, -1.1793004]
[-0.92027295, 0.4459257]
[0.9460073, -1.8166026]
[-1.1330228, 1.3864386]
[-0.8183345, -0.061231162]
[-1.0914363, 0.684147]
[-0.06954536, 0.38201743]
[-0.48361295, -0.89531714]
[1.0297577, -0.26990354]
[-2.0840218, 1.1211723]
[-1.7620779, 1.2040476]
[-0.9312859, 0.7750001]
[-1.854498, 0.41726416]
[-1.1631799, 1.4737453]
[-0.40561533, 0.78752744]
[-0.12485278, 2.748361]
[-0.7016379, 0.2961562]
[0.85905963, 0.45155814]
[-0.18721336, -0.13248359]
[-0.79513484, 0.59950984]
[-1.0912056, -0.6588702]
[2.003676, 2.5051775]
[0.3367859, -2.1299386]
[-0.6459228, 1.4967158]
[-0.26856402, -0.8416618]
[-0.14561515, 3.0139127]
[1.8810066, 0.7085988]
[-0.8719358, 1.8822504]
[1.7001216, 0.4350085]
[1.1192867, 2.4201393]
[0.07212594, -0.17283477]
[-1.1980172, 1.8139172]
[0.5241256, 0.23575884]
[-1.1282852, 3.3605323]
[-0.6233691, -0.046476416]
[-2.210657, 3.1133509]
[0.99504966, -0.7529863]
[-1.8053643, 1.8541508]
[1.282769, -0.7870958]
[0.1543461, 2.3781981]
[-2.0203626, 0.45649344]
[-0.6730033, 0.53011256]
[-0.84535646, -0.10931392]
[-0.82397556, -1.1796854]
[1.1771199, 1.4217454]
[-0.18723926, 1.7197387]
[-0.018906396, 0.3581546]
[-0.88398755, 0.3828116]
[0.059501257, 0.18606251]
[2.1711984, -0.6631129]
[0.68379664, 0.3249763]
[-0.28128615, 0.483257]
[0.2776006, -2.060945]
[0.78380316, 0.45898458]
[-1.2536718, 0.053571403]
[-1.9579562, 0.867169]
[-0.10584207, -0.03357715]
[0.65018046, 0.56278825]
[-1.3310316, -0.12419953]
[-0.26969984, 0.49844325]
[0.38427612, -0.16308478]
[-0.99047565, 0.63642174]
[-1.4198705, -0.93256134]
[-0.4016747, 0.48205757]
[-0.08845511, -0.86687714]
[-0.8887188, 0.8451484]
[-0.2792301, -1.6760174]
[0.5981837, 1.0970861]
[-0.2576406, -2.4936051]
[-0.51344895, -0.59003586]
[0.5849581, 0.2883686]
[-0.8955817, -1.10564]
[0.5545466, 0.27904227]
[-0.87262493, 0.51765674]
[-1.7333744, -0.15119255]
[-2.4941664, 1.0633844]
[-0.9350306, 0.016898964]
[-0.99389577, 0.5792395]
[0.47668853, -3.6315408]
[2.380081, 2.0496712]
[0.18319745, 0.985685]
[-0.24656837, 1.9425712]
[0.03299539, -2.2049813]
[-1.0288771, 0.5064941]
[1.0886093, 1.1009805]
[-1.1354349, 1.6980844]
[0.5937503, 0.18786742]
[-0.76924884, 1.8088003]
[-0.5710277, -0.56367445]
[-1.7902366, 1.6675911]
[-0.70751756, 0.04655897]
[-1.0810899, 2.323741]
[-0.81844753, -2.1616607]
[0.6916649, 0.5404141]
[0.9223903, -0.78478336]
[-2.092258, 1.3186914]
[-0.5440302, 0.11424361]
[-1.0609298, 1.7291763]
[1.6974834, 0.13423513]
[0.55543923, 1.5644639]
[0.54794204, 0.88922364]
[-0.8895582, 1.4708507]
[-1.7093686, -2.3081555]
[-1.0760646, 1.646164]
[0.050461214, 0.13325566]
[1.409743, 2.1071968]
[-3.8913739, 0.41243088]
[-1.4482771, 3.2135568]
[0.6051479, -0.7263682]
[0.5909213, 1.6601945]
[0.21333417, -1.2365403]
[-1.5772836, 0.9595274]
[-0.3076628, 1.0747635]
[-1.2197111, 1.6113471]
[1.3516244, 1.0475421]
[-0.2993392, 0.3669294]
[0.12472741, 3.2295213]
[-0.7332199, 0.7373147]
[0.45909792, -1.426044]
[-0.5708796, -0.63928944]
[-1.8860229, -0.3152316]
[0.6372586, 0.5572105]
[-0.09576945, 0.6669699]
[-0.702503, -0.95998585]
[-0.11822836, 0.64401543]
[0.71608055, 1.7424183]
[-0.3342769, -0.8207347]
[-0.047248535, 1.2812864]
[-0.14894646, -0.5632896]
[-0.641634, 0.8296035]
[1.186443, -1.754193]
[-0.2728848, 0.5153344]
[0.2800875, 1.0507582]
[-1.0882952, 1.2402773]
[-0.05817418, -0.75540555]
[1.3128898, 2.0389805]
[-2.007367, -0.9777218]
[1.0053784, 0.3059423]
[-1.7016672, -1.3719568]
[-2.144758, 1.3907001]
[-2.1271021, -0.3897306]
[1.6951721, 1.6271358]
[0.09373793, -0.83627087]
[-1.2276461, 1.9012847]
[0.5092163, 0.48545355]
[-0.26653427, 0.42992797]
[-1.0142937, -0.034226887]
[-0.26984072, 0.4078295]
[-1.0543745, 0.105165586]
[-1.4083244, 3.3211217]
[-1.9782137, 0.29218513]
[0.5377132, 1.5563833]
[0.28783113, -0.039021954]
[-0.8479889, 1.3871155]
[0.12527725, 1.2199785]
[-0.20099182, 1.6831795]
[-0.26073194, -0.92760164]
[-0.8250952, 2.5321393]
[1.2951527, 1.5529376]
[-0.11203994, 0.5426201]
[1.028689, -0.3917205]
[-0.9665017, 0.63891125]
[0.30662262, 0.9244068]
[-1.4487032, 2.6471748]
[3.982438, -0.13614953]
[-0.84023786, 3.0921035]
[0.29241937, -0.114467874]
[0.72005236, 2.0661235]
[1.1506388, 1.4389892]
[1.2430787, 2.488101]
[2.0463302, 0.00918613]
[1.8373779, 1.5649369]
[1.3690556, 0.0552297]
[-1.4203068, 0.76822937]
[0.48111877, 1.1542318]
[0.49212864, 0.6183964]
[0.23173422, 0.17239721]
[0.09830074, 0.36259383]
[-2.0626876, 0.1407134]
[-0.0800492, -0.60570663]
[-2.6036842, -0.10385348]
[0.07143675, 1.3478034]
[-0.7052247, -1.507852]
[0.5893099, 0.85859174]
[0.8027541, -1.5790642]
[-0.47764587, -0.6089138]
[0.67015606, 0.21737969]
[-1.02367, 0.57894605]
[0.07979751, -1.0008643]
[-0.8533904, -1.7795691]
[0.2831226, -0.051334187]
[1.8290049, 1.629463]
[-0.07200074, 0.95317036]
[-1.43073, 0.7517431]
[0.29056042, -1.3753277]
[0.81243914, -0.017633736]
[-0.7143653, -0.057831228]
[0.13833873, 0.44011047]
[-1.0357507, 0.24552885]
[-0.5566718, 1.8551419]
[-1.5764897, 0.6272026]
[0.015969023, 0.6980117]
[-0.86024654, -1.4117236]
[0.581926, 0.82370573]
[1.4141196, 1.0498259]
[-0.64694935, 1.4885974]
[0.40173075, -0.49280578]
[-1.0471369, 0.7416678]
[0.5515654, -1.0965749]
[-1.2204369, -1.5570599]
[-0.6418987, -0.014591601]
[2.307955, 1.7177229]
[-1.6021706, -0.20229194]
[-1.7140831, 1.1912372]
[1.0828924, 2.0722966]
[0.5693395, 0.6120467]
[0.26192582, 0.27109858]
[0.12461841, 0.449496]
[0.85343933, 0.7717144]
[-0.15609062, -0.50081635]
[1.0274274, -2.5875344]
[-0.099776015, 0.6264623]
[-1.2777611, -0.2400522]
[0.63873774, 1.3081433]
[-0.15795232, 0.79225874]
[-0.43140125, -0.5883528]
[-0.06713408, -0.9052922]
[-1.0327606, 0.6828041]
[-0.57511, 0.0056155175]
[-0.963492, -1.7299681]
[-1.4082606, -0.8675558]
[-0.4970998, 1.5297631]
[-0.43579924, -1.3057774]
[0.12331666, 0.45984223]
[0.33417246, 0.26940408]
[2.4781384, 1.7534434]
[-0.49690098, -0.14627236]
[0.6108912, 1.3886684]
[-0.39849088, 0.06712751]
[0.60687166, 1.6178659]
[-2.7915578, -0.9363866]
[0.5943942, 0.8015852]
[-0.8229329, 0.046702176]
[-0.75610864, -1.5856464]
[0.29403573, -0.6363493]
[2.2701015, 1.9148227]
[-0.7481423, -2.670135]
[1.5974592, 2.3426251]
[-1.1531544, -2.599841]
[-2.032152, 1.217168]
[-0.42960492, 0.06900224]
[-0.62185985, 1.8737341]
[-0.07317285, -1.1259263]
[0.04489771, 1.4186606]
[-0.24047498, 0.18465932]
[-0.85959077, 1.6808971]
[-1.3267037, -1.7144333]
[-0.66101515, -1.0413482]
[-0.51710457, 0.6151139]
[0.0800263, 1.6299458]
[-0.5989657, 0.37595272]
[0.65386117, 1.6442033]
[-0.17029151, 0.045832187]
[-0.8412263, 0.52938086]
[1.040713, -0.87798166]
[-0.36834532, -1.4343587]
[0.44063124, -0.877051]
[-1.4955482, 0.57032645]
[-0.6125868, 0.31138387]
[0.10400556, 0.31929362]
[0.05371626, 0.99040544]
[-0.7649222, 0.6001987]
[0.5704244, -0.32984576]
[0.12167871, 1.4486636]
[-0.5437077, -1.2403271]
[-0.39577687, -0.8897164]
[0.7310014, 0.44214275]
[0.265332, 1.879387]
[1.0412222, 1.3878006]
[-0.82541406, 0.51489836]
[-0.4486138, 1.782556]
[-1.6555228, 0.9435638]
[-1.6804669, -0.35194868]
[2.2930894, 1.9134095]
[-0.36872387, -1.7625351]
[-1.5342023, 0.87928087]
[-0.9847018, 0.0787617]
[0.56788105, 1.4607059]
[-0.13748549, -3.506176]
[2.347172, 1.5651749]
[0.93281335, 1.371268]
[0.11222139, 0.3658737]
[1.9418813, 0.82730454]
[-0.8620941, 0.54248255]
[-0.30634436, -0.10433857]
[-0.47439188, -1.2309358]
[0.548884, 1.4690064]
[-0.67575663, -0.6092784]
[-0.87472117, 0.24771097]
[-0.7648295, -1.2307119]
[-0.16658027, -0.93827766]
[0.085594505, 1.3547447]
[-0.2934771, -1.9799311]
[0.3198736, -0.33838424]
[1.4516747, -0.77304804]
[-0.6203572, -0.62076294]
[0.4608297, -1.0717074]
[0.11182557, 1.2390577]
[-0.25449792, -2.0014615]
[0.74145746, -0.08289391]
[-1.0348383, -0.19165649]
[-1.6145579, 0.6174138]
[1.2914568, -1.0113993]
[-1.0116541, 0.11688268]
[0.3338217, -2.4018292]
[0.8258206, -0.010038715]
[0.3654931, 0.30421737]
[0.07248986, 0.7902304]
[0.47615635, 1.0369736]
[-1.0331552, 0.5222531]
[3.45208, 0.27545986]
[-0.38103688, -0.7553311]
[0.20717892, -1.0546916]
[-1.5872586, 1.4121457]
[-1.4097742, -1.3034554]
[-0.81229395, 0.52810466]
[-1.0372349, -4.7358065]
[1.6791867, 2.2386975]
[0.50879854, -0.6599303]
[-1.1502825, -1.3274117]
[0.5631565, -0.43931815]
[0.5916455, 1.5078413]
[0.34663397, 0.18285611]
[-0.8154771, 0.5939524]
[0.12489766, 0.9324436]
[-1.5607533, 0.63447666]
[-0.43777966, -1.8362652]
[-1.5446074, 0.6789958]
[-0.34946415, 0.4443392]
[0.0833123, 1.4487932]
[-2.5388649, 0.011886418]
[-0.5571328, -0.64231604]
[-0.9637112, -0.053019166]
[0.5787005, 1.1657037]
[0.8916593, -1.4555126]
[-1.0699089, 0.49941742]
[0.7015497, 0.41586784]
[0.090455145, 1.3542762]
[-0.21173356, 0.89422804]
[-0.14029962, -0.47433624]
[0.512786, -1.0179095]
[1.4815545, 1.9502872]
[-0.56820804, -1.7286166]
[-0.10701375, -0.5449958]
[0.36937448, 1.1904994]
[-0.6075583, -0.787872]
[-0.0335539, -1.2442634]
[-0.5575918, 1.9060298]
[-0.94417214, -0.04759501]
[0.12410225, 0.50542873]
[-0.82923, 0.25199336]
[1.7310636, 2.1972818]
[1.6591843, 1.4839656]
[-1.0479009, 0.26290405]
[0.47198084, 0.14105839]
[0.7149391, -0.15635702]
[-1.429695, -0.9130966]
[-0.9665571, 0.65829015]
[0.57188785, 0.2983894]
[0.11216949, 0.44848183]
[-0.2373932, -0.8680339]
[1.383367, 1.7092779]
[-1.7737195, -0.73600096]
[-1.7527367, 0.83302224]
[1.622648, 0.14728633]
[0.77107143, 0.3636081]
[0.0049005374, 0.3106564]
[-0.17809196, -0.105604455]
[-0.6982113, -0.054180358]
[-0.104400754, -1.6428396]
[-0.9152047, -0.078242674]
[-0.21532318, 4.142927]
[-0.50346977, -0.7319402]
[1.839087, -0.8033801]
[0.3988166, -0.57048815]
[-0.17508593, -0.699335]
[-1.1839634, 0.08580045]
[-0.90522176, 0.59120035]
[0.051656004, -0.024749227]
[-0.5811411, -1.1756895]
[-2.0352838, -1.8184412]
[1.4294893, 2.6675234]
[-0.36566275, 0.18930389]
[-1.6667994, 0.8214433]
[-1.1161256, 0.108453155]
[-0.7091427, 0.72530454]
[-1.146156, -1.2473956]
[-0.12397401, 0.51496434]
[-0.7006155, 1.9665433]
[-0.4867144, 1.9011704]
[-1.1230656, -1.7638434]
[0.31048778, 3.3528948]
[-1.2458203, -2.646223]
[0.5647265, 1.262353]
[1.6782166, 1.1483104]
[1.1862669, 2.349341]
[-0.039083283, -0.93762887]
