[-0.07004498, 1.2499578]
[0.934974, -1.8755201]
[-1.1478306, 1.3593632]
[-0.7724838, -0.05596276]
[-1.075488, 0.77040535]
[-0.07809248, 0.39164937]
[-0.48192835, -0.92973423]
[0.98317426, -0.2577458]
[-2.1652331, 1.2311791]
[-1.7146004, 1.2950664]
[-0.9122589, 0.7581038]
[-1.8733073, 0.4782209]
[-1.1501254, 1.4469322]
[-0.39594632, 0.7221664]
[-0.1763381, 2.6613832]
[-0.70895714, 0.29054344]
[0.7987491, 0.43740284]
[-0.15923591, -0.1125056]
[-0.77577, 0.6257553]
[-1.0621773, -0.636351]
[2.0227542, 2.5075293]
[0.40042543, -2.2047658]
[-0.6633489, 1.3993461]
[-0.22432639, -0.8918159]
[-0.19009033, 2.9077013]
[1.7714695, 0.66715014]
[-0.8846604, 1.86663]
[1.639307, 0.4268502]
[0.87216127, 2.5613163]
[0.09502439, -0.14751011]
[-1.2254161, 1.8115265]
[0.50938827, 0.2171482]
[-1.1596264, 3.2888434]
[-0.5978183, 0.008147206]
[-2.2435286, 3.240914]
[1.0056884, -0.75237787]
[-1.7463435, 1.9732853]
[1.2722468, -0.78158736]
[0.14987174, 2.3533013]
[-2.0294604, 0.53450507]
[-0.6808885, 0.56812775]
[-0.7881782, -0.1358093]
[-0.8579566, -1.2038888]
[1.2063012, 1.4052254]
[-0.22624892, 1.6337216]
[-0.013053678, 0.35432535]
[-0.83402306, 0.409029]
[0.061310355, 0.20861743]
[2.1832583, -0.608553]
[0.6626324, 0.30606228]
[-0.28269053, 0.48345923]
[0.3776461, -2.0981672]
[0.7539801, 0.42324433]
[-1.220113, 0.08068013]
[-1.8633721, 0.9278712]
[-0.09973485, 0.0010525715]
[0.606337, 0.5450553]
[-1.3094491, -0.075688824]
[-0.27227947, 0.50816524]
[0.34837678, -0.14427686]
[-1.0260358, 0.7148099]
[-1.4080199, -0.9057006]
[-0.38971636, 0.4764392]
[-0.025441926, -0.88177013]
[-0.8811093, 0.81882983]
[-0.18255909, -1.727667]
[0.5526917, 1.0933188]
[-0.0062844157, -2.5831244]
[-0.49785653, -0.59100056]
[0.56401527, 0.26819775]
[-0.8901791, -1.1668923]
[0.52615845, 0.26584825]
[-0.84263265, 0.6372888]
[-1.5973676, -0.21907881]
[-2.6792922, 1.061381]
[-0.90416414, 0.07250394]
[-0.981988, 0.6504972]
[0.6372258, -4.2984934]
[2.4613733, 1.8405154]
[0.15656213, 0.9868938]
[-0.28033426, 1.8512172]
[0.19028349, -2.3322015]
[-0.99053854, 0.6065122]
[1.0408556, 1.0787511]
[-1.1711329, 1.6936225]
[0.5613924, 0.20034294]
[-0.77926993, 1.6538594]
[-0.56943464, -0.5418735]
[-1.7547219, 1.7288712]
[-0.67732024, 0.054416366]
[-1.1022893, 2.3672497]
[-0.72264665, -2.283669]
[0.6391834, 0.5201901]
[0.904041, -0.7508131]
[-2.2150238, 1.3799967]
[-0.5033107, 0.12865077]
[-1.0967201, 1.6104031]
[1.6711113, 0.12295199]
[0.4835034, 1.6078485]
[0.52982163, 0.85296273]
[-0.9072692, 1.3578295]
[-1.6225963, -2.5950222]
[-1.1035327, 1.599724]
[0.027206248, 0.1453111]
[1.3562927, 2.1284447]
[-4.0756855, 0.43294972]
[-1.5147346, 3.2773824]
[0.6058593, -0.6807916]
[0.50693417, 1.6542418]
[0.25153792, -1.2862493]
[-1.6193274, 0.99078304]
[-0.33857235, 1.0174226]
[-1.2656806, 1.5330683]
[1.3038213, 1.0342584]
[-0.29562297, 0.35994825]
[0.02681901, 3.153453]
[-0.76014006, 0.7262583]
[0.48919976, -1.428629]
[-0.53399557, -0.6014739]
[-1.8896846, -0.34599343]
[0.6219435, 0.53702986]
[-0.10822517, 0.63526076]
[-0.7191017, -0.9911949]
[-0.13867782, 0.61143076]
[0.6157158, 1.7346038]
[-0.337048, -0.87027764]
[-0.07370776, 1.2159632]
[-0.12227875, -0.5549042]
[-0.6554733, 0.83963203]
[1.2509485, -1.6899302]
[-0.27299583, 0.52912086]
[0.27136195, 1.0165799]
[-1.1442759, 1.2427847]
[-0.017527932, -0.781476]
[1.2489775, 2.1380029]
[-1.9729992, -0.9847535]
[0.97097594, 0.2989715]
[-1.7811673, -1.276187]
[-2.1292663, 1.468942]
[-2.170377, -0.3514936]
[1.619217, 1.623812]
[0.14607759, -0.84537953]
[-1.2422456, 1.8850168]
[0.5022072, 0.467591]
[-0.2793824, 0.4355309]
[-0.97631896, -0.01598923]
[-0.28367162, 0.43809694]
[-1.0072767, 0.1412573]
[-1.4496095, 3.3401313]
[-2.0579906, 0.3236127]
[0.48023576, 1.5347266]
[0.2777507, -0.037254285]
[-0.86457956, 1.2667234]
[0.09540018, 1.1504052]
[-0.24390133, 1.5934712]
[-0.18327545, -0.97731125]
[-0.83136636, 2.5912626]
[1.2789085, 1.5732787]
[-0.09269387, 0.49841198]
[0.9826546, -0.39057592]
[-0.95871174, 0.6344333]
[0.27983895, 0.8693651]
[-1.5007937, 2.7246153]
[4.272067, -0.10580009]
[-0.9402935, 3.1490183]
[0.26338398, -0.10213933]
[0.58870006, 2.0803273]
[1.2001948, 1.4812601]
[1.1109941, 2.4831083]
[2.0118518, -0.033315673]
[1.732985, 1.5618937]
[1.316445, 0.028614711]
[-1.4265678, 0.88115925]
[0.4380265, 1.0858942]
[0.4599388, 0.5981486]
[0.22853188, 0.17450033]
[0.079337075, 0.36874002]
[-1.8878156, 0.15260378]
[-0.020912848, -0.6189661]
[-2.4397373, -0.04731791]
[0.034476537, 1.2690219]
[-0.65191436, -1.5877689]
[0.5492078, 0.8369877]
[0.79478526, -1.4569955]
[-0.43952936, -0.5917789]
[0.64687645, 0.22199859]
[-1.0167953, 0.6878794]
[0.11939037, -1.0098487]
[-0.69124424, -1.9485724]
[0.2684373, -0.042691924]
[1.815474, 1.6522149]
[-0.121453784, 0.9402468]
[-1.4319596, 0.8286727]
[0.25993448, -1.4094307]
[0.7891516, -0.010552194]
[-0.6851839, -0.04229224]
[0.12088576, 0.44026005]
[-1.0356436, 0.26469564]
[-0.5955401, 1.7622325]
[-1.5675342, 0.7075191]
[-0.012969203, 0.6708497]
[-0.86695385, -1.5522168]
[0.5124636, 0.8273326]
[1.3702545, 1.0186938]
[-0.65562063, 1.4131436]
[0.40776068, -0.528916]
[-0.9989381, 0.81448203]
[0.5793759, -1.1113139]
[-1.168805, -1.6539692]
[-0.6252953, 0.0059912214]
[2.3278074, 1.4793358]
[-1.529418, -0.17645985]
[-1.7675822, 1.3424168]
[0.9602692, 2.090798]
[0.51225346, 0.58877236]
[0.2690106, 0.2944705]
[0.11596646, 0.41672722]
[0.81283677, 0.7401915]
[-0.1176912, -0.4873921]
[0.93887514, -2.74243]
[-0.10505402, 0.617813]
[-1.212257, -0.190264]
[0.55983067, 1.312013]
[-0.18557632, 0.76549304]
[-0.40888822, -0.5516011]
[-0.02709813, -0.92445827]
[-1.026307, 0.71329284]
[-0.5878093, 0.03584445]
[-0.9063227, -1.8655814]
[-1.3538898, -0.86236155]
[-0.5534961, 1.5298195]
[-0.3236059, -1.3678417]
[0.105890475, 0.44038698]
[0.33500305, 0.266673]
[2.2080076, 1.6845922]
[-0.47594032, -0.13639681]
[0.5474282, 1.4232107]
[-0.38769993, 0.0583349]
[0.52846634, 1.5834882]
[-2.6779182, -0.92912835]
[0.54786664, 0.7850493]
[-0.7594534, 0.049148507]
[-0.6968517, -1.7294745]
[0.3060351, -0.6389593]
[2.3081021, 1.8892233]
[-0.5391026, -2.8536887]
[1.504735, 2.3988185]
[-1.080035, -2.8865623]
[-2.0555372, 1.3469186]
[-0.42368934, 0.07721703]
[-0.6434698, 1.7893248]
[-0.031399984, -1.1329023]
[0.014232932, 1.3399051]
[-0.21452108, 0.20159666]
[-0.8772206, 1.6050042]
[-1.3369809, -1.8788683]
[-0.6487349, -1.103584]
[-0.5232619, 0.6407486]
[0.033965208, 1.6452206]
[-0.59067196, 0.41826034]
[0.58806795, 1.6620895]
[-0.16984478, 0.061756928]
[-0.8123691, 0.56805044]
[1.0248792, -0.86593056]
[-0.2665748, -1.5287367]
[0.44493, -0.86359686]
[-1.5147847, 0.5952892]
[-0.5777831, 0.36744863]
[0.09726566, 0.32670584]
[0.039856195, 1.0031939]
[-0.78229237, 0.60540605]
[0.60012704, -0.34543175]
[0.08557287, 1.3970205]
[-0.4794792, -1.3944081]
[-0.35075963, -0.95367324]
[0.6903847, 0.42423034]
[0.20826511, 1.8249916]
[1.016806, 1.3593102]
[-0.77852327, 0.55594796]
[-0.48831317, 1.7424796]
[-1.6996046, 1.0382065]
[-1.6387057, -0.2978437]
[2.22292, 1.8980997]
[-0.25430772, -1.879641]
[-1.5223659, 0.9384996]
[-0.9155586, 0.09647658]
[0.5124413, 1.4446996]
[0.14001188, -3.3459852]
[2.2936206, 1.4886032]
[0.88236976, 1.3971412]
[0.09746657, 0.36483723]
[1.9027112, 0.8261763]
[-0.854729, 0.56570673]
[-0.29662547, -0.10266247]
[-0.37102312, -1.2993034]
[0.49236193, 1.492362]
[-0.64172584, -0.5646831]
[-0.8519657, 0.28189504]
[-0.7680301, -1.3100772]
[-0.102192886, -0.9841706]
[0.042668015, 1.290636]
[-0.2753148, -2.1066518]
[0.2902275, -0.34226975]
[1.451701, -0.78761333]
[-0.6083225, -0.5886458]
[0.49455696, -1.0980089]
[0.075321496, 1.2336876]
[-0.034235343, -2.1626258]
[0.7204687, -0.063958496]
[-1.0068992, -0.20560145]
[-1.6304584, 0.6848567]
[1.2218909, -0.97832364]
[-0.9767509, 0.11105219]
[0.4776064, -2.5379508]
[0.8150849, 0.009040557]
[0.33095562, 0.30893227]
[0.053463608, 0.75555533]
[0.43714285, 1.0709997]
[-1.0420972, 0.58109295]
[3.9112203, 0.15290613]
[-0.35160807, -0.75873697]
[0.2523459, -1.0626371]
[-1.5690655, 1.3021729]
[-1.5119405, -1.2209569]
[-0.75304693, 0.5684125]
[-0.6490914, -4.327461]
[1.7276211, 2.294127]
[0.5285706, -0.6595172]
[-1.1600791, -1.3425077]
[0.58394915, -0.42597046]
[0.53259295, 1.5441602]
[0.34605432, 0.19886282]
[-0.82923824, 0.61368704]
[0.086921625, 0.86343217]
[-1.5612819, 0.7162225]
[-0.31411272, -1.9526885]
[-1.5689666, 0.78057575]
[-0.361635, 0.46441796]
[0.04939068, 1.3920221]
[-2.6079981, 0.0712717]
[-0.5271891, -0.59404504]
[-0.9351354, -0.049414884]
[0.52464634, 1.1789051]
[0.9033605, -1.3933706]
[-1.0974238, 0.57027924]
[0.64629084, 0.39905235]
[0.06906421, 1.2871878]
[-0.22460578, 0.8575102]
[-0.10536939, -0.44635886]
[0.5271924, -1.030607]
[1.4782475, 1.920919]
[-0.39594334, -1.8525999]
[-0.041819513, -0.56360966]
[0.3344167, 1.176177]
[-0.5896563, -0.80257916]
[-0.0015265029, -1.3074598]
[-0.57797426, 1.7886521]
[-0.92572415, -0.016813101]
[0.099391736, 0.47892517]
[-0.78206104, 0.25009933]
[1.7129551, 2.281473]
[1.5584806, 1.5054864]
[-1.0257907, 0.32653084]
[0.4475204, 0.15942842]
[0.65811056, -0.12059944]
[-1.4569255, -0.82744133]
[-0.97017795, 0.6881856]
[0.5495251, 0.2772024]
[0.08483561, 0.4325699]
[-0.1884436, -0.89346683]
[1.3412664, 1.7355486]
[-1.7393405, -0.7051441]
[-1.7782168, 0.8938609]
[1.6059387, 0.12543541]
[0.7114674, 0.3444336]
[-0.007970526, 0.30719477]
[-0.15243737, -0.092809215]
[-0.65407515, -0.06366786]
[0.060716547, -1.7165195]
[-0.89816, -0.09382116]
[-0.31482756, 4.233959]
[-0.4975152, -0.74158883]
[1.8022776, -0.8316735]
[0.41143426, -0.60636175]
[-0.17497608, -0.70278215]
[-1.1330897, 0.011293806]
[-0.84125686, 0.6493006]
[0.05015404, -0.008869124]
[-0.5386079, -1.1731793]
[-2.195177, -2.0016487]
[1.1406121, 2.679838]
[-0.35700664, 0.19599994]
[-1.6324089, 0.8403989]
[-1.1266394, 0.06259485]
[-0.7055899, 0.7292165]
[-1.1725858, -1.2731613]
[-0.14394146, 0.47956374]
[-0.71695584, 1.8317924]
[-0.5067753, 1.9831303]
[-0.9707131, -1.8186243]
[0.08511607, 3.3664465]
[-1.2075139, -2.631782]
[0.53741765, 1.2565993]
[1.6145526, 1.1335623]
[1.0512342, 2.3799517]
[0.009792573, -0.9471899]
[-2.5517094, 1.5436292]
